C.D.S.  -  SIMBAD4 rel 1.207  -  2013.07.31CEST05:25:05

children of 'M  45'
-------------------

Number of objects : 3279

 #  	dist(asec)	prob. 	     link ref      	     link      	Mag B 	Mag V 	Mag I 
    	          	member	                   	    comment    	      	      	      
331 	  23844.67	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
332 	   5544.69	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
333 	    483.61	   100	2007ApJS..172..663S	B              	     ~	     ~	15.44 
334 	  14761.65	   100	2007ApJS..172..663S	B              	11.44 	10.66 	     ~
335 	   1003.70	   100	2007ApJS..172..663S	B              	     ~	     ~	15.70 
336 	  17373.54	   100	2007ApJS..172..663S	B              	     ~	     ~	15.22 
337 	   6823.10	   100	2007ApJS..172..663S	B              	     ~	19.30 	15.80 
338 	  35921.12	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
339 	   3748.46	   100	2007ApJS..172..663S	B              	     ~	     ~	16.40 
340 	  35782.73	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
341 	  10604.99	     0	2010MNRAS.408..475H	B              	12.40 	11.57 	     ~
342 	  27809.10	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
343 	  30018.43	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
344 	  10247.78	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
345 	  20495.90	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
346 	  17310.10	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
347 	  18000.59	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
348 	   5447.09	   100	2007ApJS..172..663S	B              	     ~	     ~	15.42 
349 	    771.88	   100	2007ApJS..172..663S	B              	     ~	     ~	     ~
350 	   8109.53	     0	2010MNRAS.408..475H	B              	11.55 	10.96 	     ~
351 	   3479.23	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
352 	  10855.97	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
353 	  29349.82	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
354 	  13820.07	     0	2010MNRAS.408..475H	B              	11.51 	11.15 	     ~
355 	  30492.04	     0	2010MNRAS.408..475H	B              	11.48 	10.67 	     ~
356 	   8018.80	     0	2010MNRAS.408..475H	B              	12.91 	11.74 	     ~
357 	  17457.54	     0	2010MNRAS.408..475H	B              	10.49 	10.07 	     ~
358 	  25299.04	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
359 	  15813.86	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
360 	   5124.09	   100	2007ApJS..172..663S	B              	     ~	     ~	15.00 
361 	  18233.26	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
362 	   3535.91	   100	2007ApJS..172..663S	B              	12.50 	11.64 	10.80 
363 	  28666.07	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
364 	   6183.90	   100	2007ApJS..172..663S	B              	     ~	16.53 	14.05 
365 	  13263.58	   100	2007ApJS..172..663S	B              	     ~	     ~	11.40 
366 	   8675.51	   100	2007ApJS..172..663S	B              	13.06 	12.11 	     ~
367 	  22352.54	     0	2010MNRAS.408..475H	B              	13.25 	11.50 	     ~
368 	  21955.78	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
369 	  34594.43	     0	2010MNRAS.408..475H	B              	12.92 	12.43 	     ~
370 	   5400.43	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
371 	   5645.23	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
372 	   1143.92	   100	2007ApJS..172..663S	B              	     ~	     ~	16.00 
373 	   1975.67	   100	2007ApJS..172..663S	B              	19.18 	17.43 	14.64 
374 	  13299.03	   100	2007ApJS..172..663S	B              	     ~	     ~	14.55 
375 	   2511.03	   100	2007ApJS..172..663S	B              	     ~	15.97 	13.52 
376 	    630.33	   100	2007ApJS..172..663S	B              	     ~	     ~	16.69 
377 	   3292.76	   100	2010MNRAS.408..475H	B              	10.04 	 9.58 	     ~
378 	  10496.31	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
379 	  29179.40	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
380 	   5979.48	   100	2007ApJS..172..663S	B              	19.4  	17.80 	14.90 
381 	    800.38	   100	2007ApJS..172..663S	B              	 7.34 	 7.30 	 7.11 
382 	   7214.25	   100	2007ApJS..172..663S	B              	15.11 	13.80 	12.10 
383 	  13065.50	     0	2010MNRAS.408..475H	B              	12.39 	12.25 	     ~
384 	   1163.52	   100	2007ApJS..172..663S	B              	     ~	     ~	15.39 
385 	  21987.22	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
386 	   2171.66	   100	2007ApJS..172..663S	B              	     ~	18.90 	15.30 
387 	  27681.06	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
388 	  11723.13	   100	2007ApJS..172..663S	B              	10.83 	10.27 	 9.50 
389 	   2738.30	   100	2007ApJS..172..663S	B              	 5.378	 5.441	 5.46 
390 	   5658.62	   100	2007ApJS..172..663S	B              	16.82 	15.25 	12.81 
391 	   8152.01	   100	2007ApJS..172..663S	B              	     ~	     ~	16.83 
392 	   6308.31	   100	2007ApJS..172..663S	B              	     ~	     ~	17.16 
393 	  31758.19	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
394 	   2024.13	   100	2010MNRAS.408..475H	B              	10.67 	10.11 	 9.48 
395 	  21483.12	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
396 	  14580.17	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
397 	   6938.79	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
398 	  15972.66	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
399 	   3820.59	     0	2010MNRAS.408..475H	B              	12.39 	12.02 	     ~
400 	    491.82	   100	2010MNRAS.408..475H	B              	17.63 	16.12 	13.75 
401 	  20601.28	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
402 	  16589.78	   100	2007ApJS..172..663S	B              	     ~	     ~	15.26 
403 	  13376.74	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
404 	  11746.27	     0	2010MNRAS.408..475H	B              	11.77 	11.08 	     ~
405 	  15910.50	   100	2007ApJS..172..663S	B              	     ~	     ~	14.34 
406 	  10998.85	   100	2007ApJS..172..663S	B              	11.04 	10.27 	     ~
407 	  15482.76	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
408 	   4183.92	   100	2007ApJS..172..663S	B              	     ~	     ~	15.79 
409 	  19595.40	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
410 	  10768.92	   100	2007ApJS..172..663S	B              	     ~	     ~	17.25 
411 	    963.37	   100	2007ApJS..172..663S	B              	     ~	     ~	19.26 
412 	   8544.41	   100	2007ApJS..172..663S	B              	13.46 	12.43 	     ~
413 	  15630.43	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
414 	   6413.27	   100	2007ApJS..172..663S	B              	     ~	17.53 	15.18 
415 	   4832.29	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
416 	  11918.53	   100	2007ApJS..172..663S	B              	10.06 	 9.61 	     ~
417 	  18401.73	     0	2010MNRAS.408..475H	B              	12.02 	11.56 	     ~
418 	  10418.56	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
419 	  22403.73	     0	2010MNRAS.408..475H	B              	10.97 	10.91 	     ~
420 	  15467.22	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
421 	  20312.18	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
422 	   3498.07	   100	2007ApJS..172..663S	B              	18.24 	16.61 	14.04 
423 	  34382.15	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
424 	   2166.96	   100	2001A&A...373..159C	B              	 9.34 	 8.99 	 8.49 
425 	   2071.20	   100	2007ApJS..172..663S	B              	     ~	     ~	     ~
426 	   8843.77	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
427 	  24897.01	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
428 	   5002.31	   100	2007ApJS..172..663S	B              	13.73 	12.66 	     ~
429 	   3545.00	   100	2007ApJS..172..663S	B              	     ~	14.37 	12.52 
430 	   4032.70	   100	2007ApJS..172..663S	B              	18.68 	16.92 	13.96 
431 	   1293.15	   100	2007ApJS..172..663S	B              	     ~	18.30 	15.10 
432 	   9448.87	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
433 	  26047.98	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
434 	   4023.77	   100	2007ApJS..172..663S	B              	     ~	16.20 	14.00 
435 	  13030.71	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
436 	    317.24	   100	2007ApJS..172..663S	B              	19.90 	17.60 	14.40 
437 	  19873.32	     0	2010MNRAS.408..475H	B              	12.98 	11.47 	     ~
438 	   7795.90	   100	2007ApJS..172..663S	B              	14.2  	17.00 	14.40 
439 	  10062.45	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
440 	   7480.92	   100	2007ApJS..172..663S	B              	17.79 	18.00 	     ~
441 	   2236.98	   100	2007ApJS..172..663S	B              	12.35 	11.53 	10.63 
442 	  20484.83	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
443 	    631.74	   100	2007ApJS..172..663S	B              	15.42 	14.02 	     ~
444 	  12531.47	     0	2010MNRAS.408..475H	B              	12.67 	11.49 	     ~
445 	  15625.65	   100	2007ApJS..172..663S	B              	     ~	     ~	14.31 
446 	  15308.66	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
447 	   7686.93	   100	2007ApJS..172..663S	B              	 9.93 	 9.43 	 8.7  
448 	   6933.86	   100	2010MNRAS.408..475H	B              	     ~	     ~	12.15 
449 	  14770.57	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
450 	   7974.76	   100	2007ApJS..172..663S	B              	     ~	15.30 	13.30 
451 	   6337.29	     0	2010MNRAS.408..475H	B              	12.05 	11.37 	     ~
452 	  11313.22	   100	2007ApJS..172..663S	B              	     ~	19.40 	15.90 
453 	   9875.88	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
454 	   1985.33	   100	2007ApJS..172..663S	B              	     ~	     ~	17.56 
455 	   5784.93	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
456 	  22235.77	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
457 	  14367.56	   100	2007ApJS..172..663S	B              	     ~	     ~	13.60 
458 	  25002.68	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
459 	  17685.77	     0	2010MNRAS.408..475H	B              	11.31 	10.60 	     ~
460 	  17610.48	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
461 	   2124.22	   100	2007ApJS..172..663S	B              	 7.64 	 7.54 	 7.34 
462 	   5200.58	     0	2010MNRAS.408..475H	B              	15.69 	14.23 	     ~
463 	   2384.33	     0	2010MNRAS.408..475H	B              	11.94 	10.44 	     ~
464 	  20781.11	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
465 	  26468.78	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
466 	   3949.27	   100	2007ApJS..172..663S	B              	     ~	18.60 	15.30 
467 	  16778.42	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
468 	  34029.59	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
469 	  29170.44	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
470 	   1829.34	   100	2007ApJS..172..663S	B              	     ~	     ~	15.25 
471 	   8042.98	   100	2007ApJS..172..663S	B              	     ~	16.41 	14.22 
472 	   7211.22	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
473 	  14879.60	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
474 	  20534.13	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
475 	   8046.12	   100	2007ApJS..172..663S	B              	     ~	19.20 	15.90 
476 	   2498.55	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
477 	   9583.23	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
478 	  20767.42	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
479 	   6038.67	   100	2007ApJS..172..663S	B              	18.73 	17.85 	14.86 
480 	   3022.89	   100	2007ApJS..172..663S	B              	     ~	     ~	15.05 
481 	  16225.43	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
482 	  21055.29	     0	2010MNRAS.408..475H	B              	12.99 	11.42 	     ~
483 	   1515.20	   100	2007ApJS..172..663S	B              	     ~	     ~	17.68 
484 	  15818.55	   100	2010MNRAS.408..475H	B              	     ~	     ~	13.75 
485 	  11670.71	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
486 	  13359.75	     0	2010MNRAS.408..475H	B              	12.72 	11.82 	     ~
487 	  32878.45	     0	2010MNRAS.408..475H	B              	11.20 	10.39 	     ~
488 	   5599.77	   100	2007ApJS..172..663S	B              	     ~	     ~	15.62 
489 	   5390.20	   100	2007ApJS..172..663S	B              	     ~	16.56 	13.93 
490 	  29161.95	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
491 	  20421.36	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
492 	  10825.53	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
493 	  35058.97	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
494 	  22127.61	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
495 	  31136.71	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
496 	  34867.80	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
497 	   1877.66	   100	2007ApJS..172..663S	B              	16.5  	15.00 	     ~
498 	  10708.29	     0	2010MNRAS.408..475H	B              	11.86 	11.29 	     ~
499 	   9878.98	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
500 	  20728.46	     0	2010MNRAS.408..475H	B              	11.93 	11.49 	     ~
501 	   9677.40	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
502 	  24175.45	     0	2010MNRAS.408..475H	B              	17.0  	     ~	11.8  
503 	  28684.30	     0	2010MNRAS.408..475H	B              	11.95 	11.31 	     ~
504 	   2756.17	   100	2007ApJS..172..663S	B              	     ~	17.10 	14.48 
505 	   6182.32	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
506 	   1937.38	   100	2007ApJS..172..663S	B              	 4.199	 4.291	 4.37 
507 	   7312.13	   100	2007ApJS..172..663S	B              	13.41 	11.54 	     ~
508 	  20501.90	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
509 	   7610.43	   100	2007ApJS..172..663S	B              	     ~	     ~	15.76 
510 	  18560.01	     0	2010MNRAS.408..475H	B              	11.12 	10.50 	     ~
511 	   2243.75	   100	2007ApJS..172..663S	B              	     ~	19.9  	     ~
512 	   1021.65	   100	2007ApJS..172..663S	B              	     ~	16.70 	13.90 
513 	  20161.82	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
514 	  12353.21	   100	2007ApJS..172..663S	B              	     ~	     ~	15.48 
515 	  26708.34	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
516 	  35038.75	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
517 	   4620.37	   100	2010MNRAS.408..475H	B              	17.64 	16.14 	13.67 
518 	  17850.74	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
519 	  24830.30	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
520 	   1831.07	   100	2007ApJS..172..663S	B              	     ~	     ~	19.34 
521 	   4411.15	   100	2007ApJS..172..663S	B              	     ~	     ~	17.00 
522 	  30174.61	     0	2010MNRAS.408..475H	B              	12.92 	13.39 	     ~
523 	  30640.43	     0	2010MNRAS.408..475H	B              	12.06 	12.26 	     ~
524 	  10531.21	   100	2007ApJS..172..663S	B              	     ~	     ~	15.98 
525 	  16763.19	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
526 	  20941.85	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
527 	    423.40	   100	2007ApJS..172..663S	B              	     ~	     ~	16.98 
528 	   1046.43	   100	2007ApJS..172..663S	B              	     ~	     ~	     ~
529 	   7285.62	   100	2007ApJS..172..663S	B              	     ~	     ~	15.25 
530 	  17199.02	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
531 	   3050.41	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
532 	  26378.18	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
533 	  33755.29	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
534 	   2076.51	   100	2007ApJS..172..663S	B              	     ~	     ~	20.00 
535 	   7009.03	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
536 	   8829.29	     0	2010MNRAS.408..475H	B              	11.86 	11.02 	     ~
537 	   5160.61	   100	2007ApJS..172..663S	B              	     ~	14.62 	12.77 
538 	   1640.02	   100	2007ApJS..172..663S	B              	 8.96 	 8.70 	 8.16 
539 	   6249.59	   100	2010MNRAS.408..475H	B              	     ~	     ~	13.67 
540 	  35525.99	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
541 	   3169.30	   100	2007ApJS..172..663S	B              	     ~	17.40 	14.40 
542 	   5758.75	   100	2007ApJS..172..663S	B              	15.3  	     ~	15.02 
543 	  38767.54	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
544 	   5741.23	   100	2007ApJS..172..663S	B              	16.72 	15.16 	12.96 
545 	  10186.12	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
546 	   6054.06	   100	2007ApJS..172..663S	B              	16.66 	15.16 	13.07 
547 	  15542.89	     0	2010MNRAS.408..475H	B              	12.20 	10.57 	     ~
548 	  20938.84	     0	2010MNRAS.408..475H	B              	12.55 	12.01 	     ~
549 	  10270.74	   100	2007ApJS..172..663S	B              	     ~	     ~	12.04 
550 	   2999.36	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
551 	   9132.89	   100	2007ApJS..172..663S	B              	     ~	     ~	13.25 
552 	   8446.76	   100	2007ApJS..172..663S	B              	     ~	16.33 	14.17 
553 	  12401.21	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
554 	   8108.26	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
